Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings
93712,Oakgrove School/Waterfall Canyon Academy dba Residential Treatment Two,"700 25th St, Ogden, UT, 84401",2022-02-01,2026-01-31,False,2025-08-12,3rd Unannounced,None,2025-05-20,2nd Unannounced,None,2025-05-06,Follow-Up Inspection,None,2025-03-25,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The Licensee was out of compliance with R501-19-3(3)(f) by staff failing to complete the required 15 minute line of sight check-in with a client resulting in the client absconding from the facility on 03/22/2025.  During the inspection, video footage showed staff failed to check in with the client for over 40 minutes....",2025-03-03,"Unannounced, Annual Inspection",None,2025-02-24,Investigation Inspection,None,2024-12-05,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 12/03/2024 and was not reported until 12/05/2024....,2024-12-05,Non On-Site Inspection,None,2024-12-02,"Announced, Annual Inspection",None,2024-09-13,Follow-Up Inspection,None,2024-07-29,3rd Unannounced,None,2024-05-16,Investigation Inspection,None,2024-05-16,Follow-Up Inspection,None,2024-05-15,2nd Unannounced,None,2024-04-12,Investigation Inspection,None,2024-02-08,"Unannounced, Annual Inspection",None,2023-11-16,Investigation Inspection,None,2023-11-14,Non On-Site Inspection,None,2023-11-01,"Announced, Annual Inspection",None,2023-10-11,Investigation Inspection,None
95041,Oakgrove School/Waterfall Canyon Academy dba Residential Treatment YA - RT,"655 25th St, Ogden, UT, 84401",2022-02-01,2026-01-31,False,2025-02-12,Investigation Inspection,None,2025-01-23,"Conditional, Monitoring Inspection",None,2025-01-09,"Conditional, Monitoring Inspection",None,2024-12-23,Investigation Inspection,None,2024-12-19,"Conditional, Monitoring Inspection",None,2024-12-05,"Conditional, Monitoring Inspection",None,2024-12-05,Non On-Site Inspection,None,2024-12-05,Follow-Up Inspection,None,2024-12-02,"Announced, Annual Inspection",None,2024-11-27,"Conditional, Monitoring Inspection",None,2024-11-27,Follow-Up Inspection,None,2024-11-19,"Conditional, Monitoring Inspection",None,2024-11-13,"Conditional, Monitoring Inspection",None,2024-11-07,"Follow-Up Inspection, Non On-Site Inspection",None,2024-10-16,Investigation Inspection,None,2024-10-16,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights... | Finding: The provider was out of compliance with this rule by failing to ensure the client was free from potential harm. During the incident, the provider failed to conduct physical in person 15 minute checks on the client and the client was later found unresponsive.... | R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by failing to conduct and document  physical line of sight check-ins every 15 minutes. During night checks, staff members checked video surveillance rather than performing in person line of sight checks....",2023-11-14,Non On-Site Inspection,None,2023-11-01,"Announced, Annual Inspection",None,2023-03-16,"Unannounced, Annual Inspection",None,2023-01-26,Follow-Up Inspection,None
93542,Oasis Ascent dba Oasis Ascent- SLC,"1624 E 4500 S, Salt Lake City, UT, 84117",2022-10-01,2026-02-28,False,2025-10-07,3rd Unannounced,None,2025-07-23,2nd Unannounced,None,2025-04-17,"Unannounced, Annual Inspection",None,2025-01-16,"Announced, Annual Inspection",None,2024-10-18,3rd Unannounced,None,2024-09-23,Investigation Inspection,None,2024-09-19,2nd Unannounced,None,2024-09-15,Investigation Inspection,None,2024-08-13,Non On-Site Inspection,None,2024-07-23,Follow-Up Inspection,None,2024-06-24,"Unannounced, Annual Inspection",None,2024-05-10,Investigation Inspection,None,2024-05-10,Focus Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by staff members failing to perform direct supervision with line of sight check-ins every 15 minutes. During an investigation inspection on 05/10/24, video footage documented a staff member did not perform direct supervision with line of sight 15 minute check in....",2024-04-17,Investigation Inspection,None,2024-04-17,Focus Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by staff members failing to perform direct supervision with line-of-sight check-ins every 15 minutes. During an investigation inspection on 04/17/2024, Administrative staff confirmed a client was left unsupervised after being allowed to use the restroom and left alone by staff for nearly 40 minutes on 04/08/2024. This is a repeat noncompliance....",2024-04-17,Follow-Up Inspection,None,2024-03-04,Focus Inspection,"R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider was out of compliance with this rule by staff members failing to protect the client from harm by not providing direct supervision. During an investigation inspection on 02/05/24 and documentation reviewed identified that the client was able to self-harm after the client was left unsupervised after a medical visit for nearly an hour on 01/25/24....",2024-02-13,Non On-Site Inspection,None,2024-02-09,"Announced, Annual Inspection",None,2024-02-09,Follow-Up Inspection,None
93537,"Oasis Ascent, LLC dba Oasis Provo","122 N 600 W, Provo, UT, 84601",2022-01-01,2025-12-31,False,2025-08-14,3rd Unannounced,None,2025-08-05,Investigation Inspection,None,2025-08-05,Investigation Inspection,None,2025-08-05,Investigation Inspection,R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The licensee is out of compliance with R501-19(3)(a) by failing to provide direct supervision that met supervision requirements. During the investigation the licensor identified that a client that was supposed to be supervised one-on-one and was not supervised one-on-one....,2025-07-15,Investigation Inspection,None,2025-06-04,"Follow-Up Inspection, Non On-Site Inspection",None,2025-05-28,2nd Unannounced,None,2025-03-27,Follow-Up Inspection,None,2025-02-24,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 2/19/2025 and was not reported until 2/21/2025....,2025-02-13,Investigation Inspection,None,2025-02-13,Follow-Up Inspection,None,2025-01-30,"Unannounced, Annual Inspection",None,2025-01-16,Investigation Inspection,None,2025-01-07,Investigation Inspection,None,2024-12-26,Investigation Inspection,None,2024-12-19,Investigation Inspection,None,2024-12-19,Investigation Inspection,None,2024-12-16,Non On-Site Inspection,None,2024-12-10,"Announced, Annual Inspection",R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not submitting a new application for background check prior to staff working on site. During the inspection a staff on the staff list did not have a new background check application submitted as requested by the Department of Licensing and Background Screening....,2024-10-25,Non On-Site Inspection,None
93823,Odyssey House dba Adolescent Residential Program,"607 E 200 S, Salt Lake City, UT, 84102",2022-08-01,2026-07-31,False,2025-09-03,"Unannounced, Annual Inspection",None,2025-07-31,Non On-Site Inspection,None,2025-06-18,Investigation Inspection,None,2025-06-10,"Announced, Annual Inspection",None,2025-06-03,Investigation Inspection,None,2025-05-15,Investigation Inspection,None,2025-04-08,Investigation Inspection,None,2025-02-12,3rd Unannounced,None,2024-12-02,Follow-Up Inspection,None,2024-11-20,2nd Unannounced,None,2024-11-13,Follow-Up Inspection,None,2024-11-13,Investigation Inspection,None,2024-11-07,Investigation Inspection,None,2024-09-17,"Unannounced, Annual Inspection",None,2024-06-11,"Announced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The licensor was out of compliance with this rule by not having potentially hazardous items maintained lawfully and responsibly. During the walk through inspection, the licensor observed aerosol cans of sunscreen were in the vans where students have access to them while being transported.  This is a repeat non-compliance....",2024-06-11,Non On-Site Inspection,None,2024-03-05,3rd Unannounced,None,2024-01-28,Investigation Inspection,None,2024-01-25,Non On-Site Inspection,None,2023-12-27,Non On-Site Inspection,None
95810,Odyssey House dba Parents with Children,"42 South 500 East, Salt Lake City, UT, 84102",2022-03-31,2026-02-28,False,2025-06-18,"Investigation Inspection, Non On-Site Inspection",R380-600-7(16)(a)-(e): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 6/11/2025 and was not reported until 6/17/2025....,2025-01-17,Non On-Site Inspection,None,2024-12-18,"Announced, Annual Inspection",None,2024-02-29,Non On-Site Inspection,None,2023-12-22,"Announced, Annual Inspection",None,2023-01-19,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119530,Oxbow Academy East House,"11470 E. 16000 N. , Mount Pleasant, UT, 84647",2025-06-30,2026-06-30,False,2025-09-10,"Unannounced, Annual Inspection",None,2025-06-17,Pre-Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119535,Oxbow Academy Evaluation House,"11470 E. 16000 N. , Mount Pleasant, UT, 84647",2025-06-30,2026-06-30,False,2025-09-10,"Unannounced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119533,Oxbow Academy West House,"11470 E. 16000 N. , Mount Pleasant, UT, 84647",2025-06-30,2026-06-30,False,2025-09-10,"Unannounced, Annual Inspection",None,2025-06-17,Pre-Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93560,"Oxbow Academy, LLC dba West Campus","95 N State St, Wales, UT, 84667",2022-02-01,2026-01-31,False,2025-07-31,3rd Unannounced,None,2025-06-19,"Follow-Up Inspection, Non On-Site Inspection",None,2025-05-20,Investigation Inspection,"R380-80-6(1)(a)-(i): Client rights... | Finding: The provider is out of compliance with R380-80-6(1)(c) by staff failing to keep free from potential harm. During a community physical fitness activity, the clients were out of line of sight and sound with staff for a period of time that allowed one student to grope another without consent.... | R380-80-5(10): Services and supervision to meet each clients needs... | Finding: The provider is out of compliance with R380-80-5(10) by staff failing to provide supervision that is commensurate with the behaviors of each client. During an investigation inspection and client interviews, a client involved, reported that the staff was not in line of sight and sound with them at all times because the staff was following them in the van while the clients were exercising in the community. During this time that the clients were not in line of sight of staff, one client was able to grope another student....",2025-05-15,2nd Unannounced,R380-600-3(25): Posting of license or certificate... | Finding: The licensee was out of compliance with R380-600-3(25) by not having their current OL license on the premises in a place readily to view. During the inspection the licensor observed an expired OL license posted in the main entrance....,2025-03-05,"Unannounced, Annual Inspection",None,2024-12-04,"Announced, Annual Inspection",None,2024-11-05,Non On-Site Inspection,None,2024-10-09,Non On-Site Inspection,None,2024-09-23,3rd Unannounced,None,2024-06-13,2nd Unannounced,None,2024-02-28,"Unannounced, Annual Inspection",None,2023-12-21,"Announced, Annual Inspection",None,2023-12-07,Non On-Site Inspection,None,2023-11-30,3rd Unannounced,None,2023-07-20,2nd Unannounced,None,2023-05-09,2nd Unannounced,None,2023-04-13,"Investigation Inspection, Unannounced, Annual Inspection",None,2023-01-18,"Announced, Annual Inspection",None,,,,,,
93640,Pine Ridge Behavioral Health dba Behavioral Health,"10380 E 22000 N, Fairview, UT, 84629",2022-10-01,2026-09-30,False,2025-09-08,Investigation Inspection,None,2025-09-08,Investigation Inspection,None,2025-08-28,"Announced, Annual Inspection",None,2025-08-28,"Announced, Annual Inspection",None,2025-04-10,3rd Unannounced,None,2025-02-26,2nd Unannounced,None,2024-12-19,Non On-Site Inspection,None,2024-12-12,"Unannounced, Annual Inspection","R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by having multiple holes in the walls and broken outlet covers. At the facility, there was a hole in the floor, a broken light switch cover, a broken outlet cover, a missing kitchen pantry door, and a missing cover for the fan located in the ceiling of the client bathroom. This was a repeat rule noncompliance....",2024-08-22,Non On-Site Inspection,None,2024-08-20,"Announced, Annual Inspection",None,2024-06-12,3rd Unannounced,None,2024-03-14,Investigation Inspection,None,2024-02-07,Non On-Site Inspection,None,2024-02-06,2nd Unannounced,None,2023-12-18,Non On-Site Inspection,None,2023-12-14,"Unannounced, Annual Inspection",None,2023-08-15,"Announced, Annual Inspection",None,2023-06-12,3rd Unannounced,None,,,,,,
93623,"Red Circle Lodge, Inc - Hildale","930 N Memorial St, Hildale, UT, 84784",2022-10-01,2025-11-30,False,2025-08-27,"Complaint, Investigation Inspection","R501-14-5(5)(a)-(b): Denied applicants may not direct access to clients... | Finding: The provider was out of compliance with R501-14-5(5)(a) by allowing an applicant whose background screening was denied to have unsupervised direct access to clients. During the investigation inspection, the evidence substantiated that the provider knowingly allowed a former staff member with a denied background screening to have direct access to clients. This is a repeat noncompliance previously noted on 02/12/2025....",2025-08-19,3rd Unannounced,None,2025-08-19,3rd Unannounced,None,2025-08-04,Follow-Up Inspection,None,2025-06-17,Investigation Inspection,"R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider was out of compliance with R380-80-5(4) by staff members not protecting clients from mistreatment and any action that may compromise the health and safety of clients. During an investigation inspection, the information gathered substantiated that when a client was emotionally dysregulated, staff members verbally mistreated the client. The staff yelled at and used profane language directed at a client. Other staff members did not step in and protect clients from the verbal mistreatment....",2025-05-20,Investigation Inspection,None,2025-04-07,2nd Unannounced,None,2025-02-12,Non On-Site Inspection,None,2025-02-12,Non On-Site Inspection,"R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The provider was out of compliance with this rule by allowing a staff member with a denied background screening to have direct access to clients. During a non on-site investigation inspection, the evidence substantiated that a staff member worked for approximately one year after the provider received notice that the staff member had a denied background screening....",2025-01-22,"Unannounced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by not maintaining hazardous items with consideration of the safety and risk level of the population served. During the inspection chemicals were not in locked in cabinets when not in use.... | R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not maintaining building and grounds so they are free from health and fire hazards. During the inspection client bedroom electrical switch broken, 	bedroom light fixture non functional. Client bathroom non functional bathroom ventilation fan. Classroom fluorescent light fixture cover missing. School building bathrooms missing light bulbs exposed light sockets. Broken bed in client bedroom. This is a repeat non-compliance...",2024-12-12,"Complaint, Investigation Inspection","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with R380-600-7(16)(a) by not reporting a critical incident within one business day. During the inspection the provider was aware of an allegation of child abuse on or around 11/19/2024 and did not make a report to the Office of Licensing. This is a repeat noncompliance on 9/27/23, 7/6/23, 6/20/23, 6/8/23, 4/10/23, 4/7/23, and 12/5/22....",2024-10-21,Investigation Inspection,None,2024-10-21,Follow-Up Inspection,None,2024-10-01,"Announced, Annual Inspection","R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not providing required supervision of staff who don't have a cleared background check. During the inspection on 10/1/24, the licensor observed that the provider wasn't providing required direct supervision of staff who's background checks required supervision....",2024-09-17,Non On-Site Inspection,None,2024-08-15,3rd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not maintaining electrical systems, building and grounds. During the inspection on 8/15/24, the licensor observed broken light switches, a hole in the wall, broken door, broken window....",2024-06-06,Non On-Site Inspection,None,2024-05-10,3rd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not maintaining the electrical systems. During the inspection on 5/10/24, the licensor observed broken light switches, electrical face plates, missing junction box covers, broken lights in clients bedrooms....",2024-03-25,Non On-Site Inspection,None,2024-02-28,2nd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not having mechanical and electrical furnishings in working order. The building was not free from health and fire hazards. During the inspection on 2/28/24, the licensor observed that the client restrooms didn't have working vent fans. There were non-functional lights in the cafeteria, hallway and school. There was missing light covers in the school building. There was a missing electrical outlet cover in the classroom. There was a broken bracket securing a pipe to the wall. Fire extinguishers were not serviced and expired. There was exposed wires in a client bathroom...."
93624,Renewed Hope Treatment Center,"425 E 6000 N, Enoch, UT, 84721",2022-09-01,2026-08-31,False,2025-08-20,"Follow-Up Inspection, Non On-Site Inspection",None,2025-07-30,Investigation Inspection,None,2025-07-17,"Announced, Annual Inspection",None,2025-07-17,"Announced, Annual Inspection",None,2025-07-03,Investigation Inspection,R501-1-4(6)(a)-(j): Seclusion policy and practices requirements... | Finding: The provider was out of compliance with R501-1-4(a)(h) by not terminating a seclusion episode when the client was de escalated and not having clinical justification for a seclusion that went longer than 4 hours and not documenting a seclusion episode. During the inspection a client was away from peers for 5 hours even though they were no longer escalated. There was also no clinical justification for the seclusion and staff did not document in detail the seclusion episode....,2025-05-20,"Complaint, Investigation Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with R501-1-8(3) by having an aluminum can, potentially hazardous, available to clients. In the indoor arena an aluminum can was found accessible to clients who have a history of self harm. This is a repeat noncompliance as noted on 7/9/2024....",2025-04-01,3rd Unannounced,R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The Licensee was out of compliance with R501-1-8(b) by not maintaining plumbing and  electrical and in safe condition. During the inspection walkthrough there was a broken sink and broken electrical outlet covers....,2025-03-05,Investigation Inspection,None,2025-01-07,2nd Unannounced,None,2025-01-02,Investigation Inspection,None,2024-10-22,"Unannounced, Annual Inspection",None,2024-10-18,Follow-Up Inspection,None,2024-09-19,Focus Inspection,R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident within one business day. During the inspection a critical incident happened on 9/4/2024 and was not reported to the Office of Licensing until 9/13/2024. This is a repeat noncompliance....,2024-08-16,"Follow-Up Inspection, Non On-Site Inspection",None,2024-07-15,"Focus, Non On-Site","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 07/11/2024 and was not reported until 07/15/2024.
This is a repeat noncompliance....",2024-07-09,"Announced, Annual Inspection","R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by providing supervision to staff requiring supervision. During the inspection on 7/9/24, the licensor observed staff members who had background checks ""in process"" weren't being supervised....",2024-05-14,"Follow-Up Inspection, Non On-Site Inspection",None,2024-05-14,Follow-Up Inspection,None,2024-04-26,Focus Inspection,"R501-1-4(5)(a)-(l): Congregate care behavior management policy... | Finding: The provider was out of compliance with this rule by not following their policy of using physical restraint to protect the consumer from immediate harm. During the inspection a client was placed into a restraint that was not an immediate threat to self, others, or property....",2024-04-23,2nd Unannounced,None
94216,Rite Of Passage dba Willard Peak Residential Treatment,"971 S 800 W, Brigham City, UT, 84302",2022-10-01,2026-09-30,False,2025-08-11,"Announced, Annual Inspection",None,2025-04-17,3rd Unannounced,None,2025-01-16,Non On-Site Inspection,None,2025-01-14,2nd Unannounced,None,2024-10-23,"Unannounced, Annual Inspection",None,2024-08-13,Non On-Site Inspection,None,2024-07-23,"Announced, Annual Inspection",R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by not having all prescription medication in its original pharmacy packaging during the inspection. This rule non-compliance is a repeat non-compliance....,2024-06-13,3rd Unannounced,None,2024-03-21,2nd Unannounced,None,2024-01-04,Non On-Site Inspection,None,2023-12-28,"Unannounced, Annual Inspection",None,2023-08-09,Non On-Site Inspection,None,2023-07-19,"Announced, Annual Inspection",None,2023-06-27,3rd Unannounced,None,2023-04-04,Follow-Up Inspection,None,2023-03-21,"Announced, Annual Inspection",None,2022-12-21,2nd Unannounced,None,,,,,,,,,
93625,Roots Transition,"150 Highland Dr, Park City, UT, 84098",2022-06-01,2026-06-30,False,2025-09-02,"Unannounced, Annual Inspection",None,2025-05-06,"Announced, Annual Inspection",None,2025-02-25,3rd Unannounced,None,2024-12-18,3rd Unannounced,None,2024-08-15,2nd Unannounced,None,2024-07-02,Non On-Site Inspection,None,2024-05-21,"Unannounced, Annual Inspection",None,2024-03-26,"Announced, Annual Inspection",None,2024-03-06,Investigation Inspection,None,2023-12-14,2nd Unannounced,None,2023-12-07,Follow-Up Inspection,None,2023-09-21,"Unannounced, Annual Inspection",None,2023-05-15,Non On-Site Inspection,None,2023-05-11,Investigation Inspection,None,2023-05-07,Non On-Site Inspection,None,2023-05-03,"Announced, Annual Inspection",None,2022-12-01,2nd Unannounced,None,,,,,,,,,
93635,"Second Nature Therapeutic Program, LLC","382 W Main, Duchesne, UT, 84021",2022-07-01,2026-06-30,False,2025-07-31,"Unannounced, Annual Inspection",None,2025-05-19,"Announced, Annual Inspection",None,2025-02-06,3rd Unannounced,None,2024-12-19,2nd Unannounced,None,2024-09-07,"Unannounced, Annual Inspection",None,2024-08-19,Follow-Up Inspection,None,2024-05-22,"Announced, Annual Inspection",None,2024-04-18,Follow-Up Inspection,None,2024-03-12,3rd Unannounced,None,2023-11-20,2nd Unannounced,None,2023-09-27,"Focus, Non On-Site","R501-8-6(1): Supervision... | Finding: The provider was out of compliance with this rule by failing to provide direct supervision of clients during sleeping hours. During an off-site inspection, multiple interviews disclosed that all direct care staff are sleeping and not conducting checks as frequently as required. While staff were asleep, a client ran away from the campsite in the middle of the night. The staff were unaware the client was missing until they woke up the following morning....",2023-09-27,Non On-Site Inspection,None,2023-09-21,Non On-Site Inspection,None,2023-09-20,Non On-Site Inspection,None,2023-09-11,Non On-Site Inspection,None,2023-07-17,"Unannounced, Annual Inspection",None,2023-06-19,"Announced, Annual Inspection",None,2023-05-31,Investigation Inspection,None,,,,,,
93661,"SRS Education, Inc dba Storm Ridge Boys","8510 S 10 Mile Rd, Marysvale, UT, 84750",2022-05-01,2025-12-31,False,2025-09-04,3rd Unannounced,None,2025-09-04,3rd Unannounced,None,2025-06-05,2nd Unannounced,None,2025-01-09,"Unannounced, Annual Inspection",None,2024-11-07,Non On-Site Inspection,None,2024-10-28,"Announced, Annual Inspection",None,2024-08-06,3rd Unannounced,None,2024-05-22,Non On-Site Inspection,None,2024-05-20,2nd Unannounced,None,2024-03-08,"Unannounced, Annual Inspection",None,2023-12-13,Follow-Up Inspection,None,2023-11-14,Non On-Site Inspection,None,2023-11-14,Investigation Inspection,None,2023-11-09,"Announced, Annual Inspection",None,2023-07-05,2nd Unannounced,None,2023-04-20,"Unannounced, Annual Inspection",None,2023-03-23,Investigation Inspection,None,2023-03-09,Investigation Inspection,None,2023-02-01,"Announced, Annual Inspection",None,,,
93662,"SRS Education, Inc dba Storm Ridge Ranch, Girls","103 S Storm Ridge Ln, Elsinore, UT, 84724",2022-05-01,2025-12-31,False,2025-07-02,3rd Unannounced,None,2025-05-07,2nd Unannounced,None,2025-01-21,"Unannounced, Annual Inspection",None,2024-11-07,Non On-Site Inspection,None,2024-10-28,"Announced, Annual Inspection",None,2024-08-07,3rd Unannounced,None,2024-05-23,2nd Unannounced,None,2024-01-11,"Unannounced, Annual Inspection",None,2023-11-02,"Announced, Annual Inspection",None,2023-07-05,3rd Unannounced,None,2023-04-19,2nd Unannounced,None,2023-02-01,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,
93639,Solstice RTC LLC,"1904 W Gordon Ave, Layton, UT, 84041",2022-02-01,2026-01-31,False,2025-07-15,3rd Unannounced,None,2025-05-19,2nd Unannounced,None,2025-04-08,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The Licensee was out of compliance with R501-19-3(3)(f), by staff failing to complete the required line of sight check-in with a client on March 26, 2025.  During the inspection, the investigator verified that staff did not complete a check for 45 minutes to 1 hour....",2025-03-25,"Unannounced, Annual Inspection",None,2025-01-08,Investigation Inspection,None,2024-12-10,Non On-Site Inspection,None,2024-11-12,"Announced, Annual Inspection",None,2024-11-07,Investigation Inspection,None,2024-11-07,Focus Inspection,R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by staff failing to perform direct supervision with line of sight check-ins every 15 minutes for a client.  The provider’s incident report indicated that supervision was a problem and staff lost track of the client between 7:15 and 7:40....,2024-08-26,3rd Unannounced,None,2024-07-08,Follow-Up Inspection,None,2024-06-06,Non On-Site Inspection,None,2024-06-03,Investigation Inspection,None,2024-06-03,2nd Unannounced,None,2024-05-31,Follow-Up Inspection,None,2024-05-29,Investigation Inspection,None,2024-05-22,Focus Inspection,"R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider was out of compliance with this rule by failing to protect the client from abuse, harm, mistreatment, or actions that compromised the client’s health or safety on 2 occasions.
1. During the investigation, a client disclosed that staff members overshared personal information with the client that was sexual in nature.
2. During the investigation it was identified that a staff member wrote several love notes to a client and nibbled the client’s neck....",2024-05-22,Investigation Inspection,None,2024-05-15,Investigation Inspection,None,2024-05-15,Focus Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by staff failing to perform a 15 minute checks. In the facility, during the evening of 05/09/2024 required 15 minutes checks were not completed and a client engaged in self harming behaviors.  This was a repeat noncompliance...."
93660,Sorenson’s Ranch School/Sorenson’s Ranch School Foundation,"410 N 100 E, Koosharem, UT, 84744",2022-07-01,2026-06-30,False,2025-09-03,"Unannounced, Annual Inspection",None,2025-07-30,Investigation Inspection,None,2025-05-27,"Follow-Up Inspection, Non On-Site Inspection",None,2025-05-01,"Announced, Annual Inspection",None,2025-04-21,Investigation Inspection,None,2025-04-07,Investigation Inspection,None,2025-04-07,Investigation Inspection,R380-80-6(1)(a)-(i): Client rights... | Finding: The licensee was out of compliance with R380-80-6(1)(c) by staff providing inappropriate images to clients causing potential harm. During the inspection it was confirmed that staff provided inappropriate images to clients. This is a repeat noncompliance as noted on 1/2/2024....,2025-03-20,3rd Unannounced,None,2024-11-04,Investigation Inspection,None,2024-10-31,2nd Unannounced,None,2024-09-10,Investigation Inspection,None,2024-08-15,Non On-Site Inspection,None,2024-08-15,"Unannounced, Annual Inspection",None,2024-08-14,Investigation Inspection,None,2024-06-05,Investigation Inspection,None,2024-05-03,Non On-Site Inspection,None,2024-04-25,"Announced, Annual Inspection",None,2024-02-22,Investigation Inspection,None,2024-01-05,3rd Unannounced,None,2024-01-02,Focus Inspection,"R495-876-5(1)(a)-(m): Code of conduct... | Finding: The provider was out of compliance with this rule by failing to provide supervision commensurate with the skills, abilities, behaviors, and needs of each client. During the on-site inspection, multiple interviews disclosed that a staff member who was providing direct supervision for three clients, fell asleep for an undetermined period of time.... | R495-876-6(1)(a)-(g): Client rights... | Finding: The provider was out of compliance with this rule by a staff member neglecting to provide necessary supervision to keep the client(s) free from potential harm. During an inspection, multiple interviews disclosed that the staff member was not providing active supervision when two clients engaged in inappropriate sexual misconduct...."
